WAVE,FLUX,ERR,SKYBACK
7397.679,4.97151E-16,7.4696676E-18,1.9036765E-16
7401.8945,4.963764E-16,7.402713E-18,1.724769E-16
7406.1104,4.828187E-16,7.28423E-18,1.5774852E-16
7410.3257,4.8700874E-16,7.178918E-18,1.2527596E-16
7414.5415,4.765234E-16,7.0554015E-18,1.0634239E-16
7418.757,4.807808E-16,7.127836E-18,1.1864817E-16
7422.972,4.709294E-16,7.137013E-18,1.325209E-16
7427.188,4.742794E-16,7.224297E-18,1.5017103E-16
7431.4033,4.774707E-16,7.248633E-18,1.511744E-16
7435.6187,4.706027E-16,7.202112E-18,1.4754503E-16
7439.8345,4.6587723E-16,7.14485E-18,1.3806763E-16
7444.05,4.603416E-16,7.073023E-18,1.2594624E-16
7448.2656,4.71852E-16,7.062109E-18,1.0867074E-16
7452.481,4.6838095E-16,7.035755E-18,1.05295413E-16
7456.6963,4.5353056E-16,7.055476E-18,1.2799831E-16
7460.912,4.611255E-16,7.165033E-18,1.4523742E-16
7465.1274,4.695573E-16,7.28673E-18,1.6600878E-16
7469.343,4.775474E-16,7.397268E-18,1.8393151E-16
7473.5586,4.6388125E-16,7.340177E-18,1.8429956E-16
7477.774,4.55021E-16,7.259169E-18,1.7399726E-16
7481.9897,4.5948425E-16,7.2193305E-18,1.5693539E-16
7486.205,4.687361E-16,7.202118E-18,1.4016062E-16
7490.4204,4.7329914E-16,7.1395745E-18,1.1805055E-16
7494.636,4.723823E-16,7.0437754E-18,9.555868E-17
7498.8516,4.548268E-16,6.96397E-18,9.6417966E-17
7503.067,4.739464E-16,7.050076E-18,9.280304E-17
7507.2827,4.666839E-16,7.131325E-18,1.215028E-16
7511.498,4.7157135E-16,7.320474E-18,1.6250888E-16
7515.714,4.6062774E-16,7.333472E-18,1.788089E-16
7519.929,4.628281E-16,7.378088E-18,1.8720209E-16
7524.1445,4.55546E-16,7.350838E-18,1.8827234E-16
7528.3604,4.469915E-16,7.265949E-18,1.7730357E-16
7532.5757,4.602269E-16,7.2007354E-18,1.425886E-16
7536.7915,4.636498E-16,7.1012306E-18,1.1201893E-16
7541.007,4.4947036E-16,7.016551E-18,1.08478014E-16
7545.222,4.48094E-16,7.0183694E-18,1.09838766E-16
7549.438,4.544722E-16,7.036412E-18,1.0622266E-16
7553.6533,4.600216E-16,7.107825E-18,1.1535593E-16
7557.8687,4.5482117E-16,7.229493E-18,1.5075625E-16
7562.0845,4.466887E-16,7.218883E-18,1.5718852E-16
7566.3,4.4870046E-16,7.198418E-18,1.4923458E-16
7570.5156,4.4957227E-16,7.227338E-18,1.5480172E-16
7574.731,4.3927584E-16,7.181541E-18,1.585257E-16
7578.9463,4.3034507E-16,7.0342165E-18,1.4023848E-16
7583.162,4.1000077E-16,6.712563E-18,1.0764853E-16
7587.3774,3.5465929E-16,6.3756174E-18,1.3126021E-16
7591.593,3.2897616E-16,5.951247E-18,1.1676991E-16
7595.8086,3.462088E-16,5.523007E-18,7.2173494E-17
7600.024,3.5328026E-16,5.2615284E-18,7.090518E-17
7604.2397,4.2077974E-16,5.3605034E-18,7.483795E-17
7608.455,4.5658655E-16,5.4900825E-18,7.2197806E-17
7612.6704,4.3593713E-16,5.6475752E-18,8.432035E-17
7616.886,4.3428245E-16,5.857163E-18,9.414309E-17
7621.1016,4.1552556E-16,5.9028117E-18,9.97662E-17
7625.317,3.8989977E-16,5.8088837E-18,9.7568084E-17
7629.5327,4.0303826E-16,5.7956265E-18,8.5691855E-17
7633.748,4.0394122E-16,5.8062363E-18,8.2697316E-17
7637.964,4.170657E-16,5.9164085E-18,8.07435E-17
7642.179,4.2212996E-16,6.053876E-18,8.2533706E-17
7646.3945,4.2333738E-16,6.2120606E-18,9.0333126E-17
7650.6104,4.3216232E-16,6.433858E-18,1.0306178E-16
7654.8257,4.2308306E-16,6.5034917E-18,1.0250584E-16
7659.041,4.195893E-16,6.582564E-18,1.0026312E-16
7663.257,4.24579E-16,6.6742747E-18,9.654459E-17
7667.472,4.1742167E-16,6.7118026E-18,9.7547974E-17
7671.688,4.1390307E-16,6.7486494E-18,9.62608E-17
7675.9033,4.144312E-16,6.817699E-18,1.01065285E-16
7680.1187,4.126253E-16,6.8718786E-18,1.0730557E-16
7684.3345,4.191436E-16,6.978779E-18,1.1758355E-16
7688.55,4.1539412E-16,7.014173E-18,1.2483831E-16
7692.765,4.1181164E-16,7.016713E-18,1.2638122E-16
7696.981,4.1142894E-16,7.301991E-18,1.9150692E-16
7701.1963,4.0451062E-16,7.766664E-18,3.1793305E-16
7705.412,3.9657574E-16,7.997923E-18,3.8978752E-16
7709.6274,3.8911825E-16,8.047248E-18,4.1122907E-16
7713.843,3.812469E-16,8.083895E-18,4.2960296E-16
7718.0586,3.7763916E-16,8.058454E-18,4.2595688E-16
7722.274,3.93648E-16,7.837091E-18,3.4173335E-16
7726.4897,3.7390125E-16,7.278063E-18,2.2028013E-16
7730.705,3.8137926E-16,7.127158E-18,1.720761E-16
